magnitude,depth_km,tsunami_flag,severity_label
4.19,242.22,0,MINOR
3.6,650.56,0,MINOR
3.26,328.41,0,MINOR
2.53,61.71,0,MINOR
3.09,24.36,0,MINOR
3.95,301.35,0,MINOR
3.76,126.38,0,MINOR
3.18,466.36,0,MINOR
4.72,40.04,0,MINOR
4.55,405.93,0,MINOR
3.8,352.69,0,MINOR
2.66,67.46,0,MINOR
3.88,241.97,0,MINOR
4.61,287.58,0,MINOR
2.83,501.73,0,MINOR
3.17,370.2,0,MINOR
4.11,630.68,0,MINOR
4.32,475.07,0,MINOR
4.06,662.42,0,MINOR
3.18,5.77,0,MINOR
3.13,156.43,0,MINOR
4.02,445.43,0,MINOR
3.86,16.29,0,MINOR
4.18,229.85,0,MINOR
4.03,391.82,0,MINOR
3.29,98.53,0,MINOR
2.72,582.91,0,MINOR
4.61,456.6,0,MINOR
2.74,284.41,0,MINOR
4.18,546.98,0,MINOR
2.77,5.02,0,MINOR
4.14,252.83,0,MINOR
3.09,13.96,0,MINOR
3.74,596.55,0,MINOR
4.7,398.19,0,MINOR
3.68,64.11,0,MINOR
3.76,269.09,0,MINOR
3.9,275.16,0,MINOR
3.05,71.0,0,MINOR
3.22,72.17,0,MINOR
2.91,691.2,0,MINOR
3.52,374.65,0,MINOR
4.51,696.92,0,MINOR
3.84,569.67,0,MINOR
3.25,217.49,0,MINOR
3.43,472.39,0,MINOR
4.07,224.09,0,MINOR
2.81,444.52,0,MINOR
2.8,407.05,0,MINOR
4.09,491.92,0,MINOR
4.23,611.64,0,MINOR
3.65,512.52,0,MINOR
3.92,134.71,0,MINOR
2.56,202.76,0,MINOR
3.52,433.89,0,MINOR
4.45,141.39,0,MINOR
2.79,674.62,0,MINOR
2.75,337.55,0,MINOR
3.85,381.26,0,MINOR
2.7,44.63,0,MINOR
2.74,411.98,0,MINOR
3.75,167.45,0,MINOR
3.97,574.95,0,MINOR
2.6,351.2,0,MINOR
4.09,180.36,0,MINOR
3.21,431.48,0,MINOR
4.57,567.9,0,MINOR
3.84,512.5,0,MINOR
3.34,450.47,0,MINOR
3.57,137.01,0,MINOR
4.11,391.74,0,MINOR
3.32,638.38,0,MINOR
2.55,224.46,0,MINOR
2.63,537.74,0,MINOR
4.11,235.29,0,MINOR
4.05,280.18,0,MINOR
4.24,320.66,0,MINOR
3.45,654.64,0,MINOR
3.08,88.71,0,MINOR
3.84,678.68,0,MINOR
3.37,48.12,0,MINOR
3.28,356.62,0,MINOR
2.87,462.38,0,MINOR
4.79,318.96,0,MINOR
3.32,283.49,0,MINOR
2.76,618.88,0,MINOR
3.45,274.16,0,MINOR
4.02,312.21,0,MINOR
3.99,47.71,0,MINOR
4.37,658.65,0,MINOR
3.99,668.42,0,MINOR
2.85,336.8,0,MINOR
3.88,409.31,0,MINOR
3.42,239.97,0,MINOR
2.79,277.26,0,MINOR
2.87,515.38,0,MINOR
2.98,45.7,0,MINOR
3.77,418.68,0,MINOR
4.51,406.0,0,MINOR
3.29,563.09,0,MINOR
3.74,60.1,0,MINOR
3.8,636.07,0,MINOR
3.41,210.95,0,MINOR
2.83,110.25,0,MINOR
3.5,419.0,0,MINOR
2.69,658.0,0,MINOR
4.24,412.7,0,MINOR
4.41,60.73,0,MINOR
3.6,442.91,0,MINOR
4.41,549.51,0,MINOR
3.14,658.91,0,MINOR
2.79,613.22,0,MINOR
4.73,128.12,0,MINOR
4.16,33.0,0,MINOR
3.43,363.82,0,MINOR
3.84,655.48,0,MINOR
4.05,339.49,0,MINOR
4.36,665.62,0,MINOR
2.55,687.85,0,MINOR
2.7,571.0,0,MINOR
3.14,96.86,0,MINOR
3.51,452.55,0,MINOR
3.38,42.92,0,MINOR
3.88,632.17,0,MINOR
3.38,155.35,0,MINOR
3.52,38.61,0,MINOR
4.39,579.31,0,MINOR
3.85,250.41,0,MINOR
4.34,390.51,0,MINOR
4.4,443.86,0,MINOR
4.3,421.0,0,MINOR
3.45,670.77,0,MINOR
3.74,425.54,0,MINOR
3.01,439.83,0,MINOR
3.81,133.46,0,MINOR
2.64,425.03,0,MINOR
4.26,368.76,0,MINOR
3.02,468.23,0,MINOR
2.68,312.07,0,MINOR
2.88,133.2,0,MINOR
2.97,273.76,0,MINOR
2.62,281.47,0,MINOR
3.68,340.89,0,MINOR
3.38,588.21,0,MINOR
2.83,356.46,0,MINOR
2.64,54.45,0,MINOR
3.82,398.38,0,MINOR
4.52,392.72,0,MINOR
4.71,38.84,0,MINOR
2.73,35.63,0,MINOR
2.93,381.18,0,MINOR
3.98,36.68,0,MINOR
4.68,590.3,0,MINOR
3.18,58.65,0,MINOR
2.89,93.23,0,MINOR
2.78,365.4,0,MINOR
3.07,253.91,0,MINOR
4.78,480.6,0,MINOR
4.68,104.08,0,MINOR
3.38,390.54,0,MINOR
2.68,7.91,0,MINOR
4.04,451.06,0,MINOR
3.44,345.3,0,MINOR
3.46,21.68,0,MINOR
3.27,128.07,0,MINOR
2.73,669.92,0,MINOR
3.88,511.42,0,MINOR
3.23,278.24,0,MINOR
3.04,72.39,0,MINOR
2.91,559.27,0,MINOR
4.06,385.12,0,MINOR
3.59,646.09,0,MINOR
2.67,200.02,0,MINOR
3.3,548.79,0,MINOR
4.78,172.27,0,MINOR
4.51,582.28,0,MINOR
3.02,282.54,0,MINOR
3.44,684.86,0,MINOR
2.92,560.41,0,MINOR
3.27,512.95,0,MINOR
3.47,406.96,0,MINOR
4.42,563.9,0,MINOR
4.49,46.43,0,MINOR
4.09,102.29,0,MINOR
3.46,386.27,0,MINOR
3.43,366.13,0,MINOR
4.79,98.98,0,MINOR
4.05,280.22,0,MINOR
2.81,115.32,0,MINOR
4.68,616.32,0,MINOR
4.59,694.12,0,MINOR
2.98,252.03,0,MINOR
4.04,341.24,0,MINOR
3.46,253.68,0,MINOR
3.87,405.04,0,MINOR
2.87,332.86,0,MINOR
3.77,401.35,0,MINOR
2.98,520.88,0,MINOR
2.56,251.61,0,MINOR
4.29,396.91,0,MINOR
3.1,487.99,0,MINOR
3.8,558.39,0,MINOR
4.19,429.03,0,MINOR
3.62,97.56,0,MINOR
3.1,296.27,0,MINOR
3.88,362.03,0,MINOR
3.16,9.49,0,MINOR
3.64,203.51,0,MINOR
4.19,21.64,0,MINOR
3.85,659.32,0,MINOR
2.9,332.8,0,MINOR
2.71,439.85,0,MINOR
3.77,288.12,0,MINOR
3.7,628.12,0,MINOR
2.95,20.68,0,MINOR
4.48,406.1,0,MINOR
4.55,419.88,0,MINOR
4.36,303.62,0,MINOR
4.22,639.56,0,MINOR
3.82,130.65,0,MINOR
3.12,143.06,0,MINOR
3.07,217.96,0,MINOR
3.78,413.65,0,MINOR
3.48,432.72,0,MINOR
2.69,66.01,0,MINOR
2.9,365.06,0,MINOR
2.99,201.88,0,MINOR
3.42,569.25,0,MINOR
2.53,456.32,0,MINOR
4.04,560.07,0,MINOR
4.65,19.0,0,MINOR
2.85,620.89,0,MINOR
3.55,397.39,0,MINOR
4.02,476.95,0,MINOR
4.64,697.88,0,MINOR
4.16,204.62,0,MINOR
4.52,39.21,0,MINOR
3.03,628.68,0,MINOR
3.09,158.35,0,MINOR
2.82,602.08,0,MINOR
3.65,474.05,0,MINOR
3.05,531.84,0,MINOR
4.25,222.26,0,MINOR
3.44,150.73,0,MINOR
4.75,453.69,0,MINOR
4.65,215.85,0,MINOR
4.3,537.27,0,MINOR
4.09,676.12,0,MINOR
3.41,95.85,0,MINOR
4.04,511.87,0,MINOR
3.82,148.74,0,MINOR
3.66,221.97,0,MINOR
3.48,453.43,0,MINOR
4.21,166.4,0,MINOR
3.43,192.07,0,MINOR
2.96,549.45,0,MINOR
4.59,262.31,0,MINOR
4.23,628.41,0,MINOR
4.45,132.06,0,MINOR
4.7,266.79,0,MINOR
3.28,48.39,0,MINOR
3.62,80.76,0,MINOR
3.07,225.28,0,MINOR
4.36,613.46,0,MINOR
3.2,601.8,0,MINOR
4.47,536.43,0,MINOR
2.84,484.77,0,MINOR
4.67,479.37,0,MINOR
3.26,352.9,0,MINOR
3.99,359.85,0,MINOR
2.78,221.88,0,MINOR
4.35,603.69,0,MINOR
2.82,666.91,0,MINOR
3.26,465.31,0,MINOR
4.23,569.3,0,MINOR
4.68,222.48,0,MINOR
4.47,96.52,0,MINOR
4.12,520.67,0,MINOR
4.06,180.36,0,MINOR
4.51,122.36,0,MINOR
2.62,503.64,0,MINOR
3.59,595.12,0,MINOR
3.38,121.95,0,MINOR
4.42,386.49,0,MINOR
2.94,505.67,0,MINOR
3.68,425.0,0,MINOR
3.56,580.95,0,MINOR
4.41,498.03,0,MINOR
2.74,588.0,0,MINOR
4.04,489.43,0,MINOR
3.33,616.1,0,MINOR
4.17,83.25,0,MINOR
3.44,621.03,0,MINOR
2.61,673.18,0,MINOR
4.06,443.81,0,MINOR
3.12,177.91,0,MINOR
4.67,212.3,0,MINOR
4.28,278.22,0,MINOR
2.82,12.45,0,MINOR
3.75,683.17,0,MINOR
3.35,253.25,0,MINOR
3.29,366.78,0,MINOR
3.51,616.54,0,MINOR
3.66,357.89,0,MINOR
2.82,688.0,0,MINOR
