severity_code,severity_label,population,disaster_type_code,disaster_type_label,water_purification_units,emergency_shelter_kits,medical_supply_crates,sar_equipment_sets,communication_radios,portable_generators,food_ration_packages,thermal_blankets,first_aid_stations,evacuation_vehicles
4,CATASTROPHIC,2824954,1,cyclone,35720,40319,17877,14418,16913,22770,35499,39762,8279,11012
2,MODERATE,3565567,1,cyclone,9745,8629,3481,3033,3461,2397,7858,10078,1967,2310
3,SEVERE,200660,0,earthquake,919,997,664,641,501,449,1023,1071,196,178
4,CATASTROPHIC,2431176,0,earthquake,21171,23571,16121,17043,15238,12678,27380,22648,7309,8189
1,MINOR,1708798,0,earthquake,907,848,483,324,352,144,865,916,164,144
0,NONE,3763328,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,4562903,0,earthquake,38930,52758,28211,29903,24907,20093,42510,44663,13220,12360
0,NONE,532639,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,3686051,1,cyclone,2553,2241,1267,576,906,583,2537,2375,398,455
0,NONE,2023306,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3807582,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,4968217,0,earthquake,52432,52005,34525,37129,26251,24841,51014,34078,14706,14833
3,SEVERE,1617375,0,earthquake,8926,6475,4712,5523,3069,3734,9230,8033,1525,1570
0,NONE,1257448,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4573240,1,cyclone,2916,3137,1346,617,1115,740,2770,3116,451,591
4,CATASTROPHIC,4070869,1,cyclone,46046,53739,31727,25002,26574,28438,50298,55833,11821,15216
0,NONE,2459082,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1545152,0,earthquake,20197,12087,12296,10389,6476,7318,15880,17054,5433,5294
4,CATASTROPHIC,2439507,1,cyclone,32954,31917,16714,12691,14691,16961,28453,38345,7778,8617
3,SEVERE,1167138,1,cyclone,7579,8876,3588,2720,3200,3657,6505,8595,1173,1343
0,NONE,629923,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4280474,0,earthquake,2005,2492,1243,777,996,459,2162,1969,460,365
4,CATASTROPHIC,1921788,0,earthquake,21120,14681,12214,12107,8534,10017,18650,17543,5129,5211
1,MINOR,4400036,0,earthquake,2227,1935,1305,708,934,493,2115,2170,432,447
4,CATASTROPHIC,3385881,0,earthquake,37132,32403,24978,24366,17122,16818,29554,32999,9964,9423
1,MINOR,1302776,0,earthquake,634,592,333,283,247,132,553,603,140,163
4,CATASTROPHIC,720143,1,cyclone,8716,11175,4647,2958,4591,4902,7917,11322,1968,2226
0,NONE,616764,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,1163731,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,1589056,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,2418495,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4851547,1,cyclone,35788,26951,15918,11407,13175,14451,32617,37696,5198,6082
4,CATASTROPHIC,3285789,1,cyclone,43791,48565,21016,20555,21651,27974,36906,43556,9121,11545
2,MODERATE,1473150,0,earthquake,2817,3316,1782,1385,1360,791,2974,3055,834,716
2,MODERATE,4932305,0,earthquake,9689,9517,5358,5619,5617,2293,9072,8075,2466,2684
4,CATASTROPHIC,3958675,1,cyclone,49942,60457,25308,17111,20775,32119,42620,56577,11420,14618
4,CATASTROPHIC,3418494,0,earthquake,34986,35553,23573,21669,18633,14077,36855,38096,12651,9482
0,NONE,4767590,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,2005589,1,cyclone,5444,4910,1886,1666,2262,1596,5820,6000,942,1116
0,NONE,557193,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4878712,0,earthquake,2485,2668,1554,1243,905,500,2817,2801,392,487
1,MINOR,2906943,1,cyclone,2022,1960,784,568,748,399,1851,2247,306,317
1,MINOR,3072098,1,cyclone,2069,2095,888,538,849,420,2034,2053,293,341
2,MODERATE,4853733,0,earthquake,9630,9930,5254,5807,5110,2518,10887,10092,2169,2248
2,MODERATE,9554,0,earthquake,20,17,10,9,9,4,20,19,5,5
2,MODERATE,4332019,1,cyclone,12103,13617,4700,3100,5053,3378,10358,15020,2233,2481
0,NONE,1188900,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,332616,1,cyclone,201,196,97,53,89,54,242,267,34,35
2,MODERATE,4594257,0,earthquake,11470,10176,5461,4106,5420,2261,9032,9546,2414,2539
3,SEVERE,1823899,0,earthquake,8210,8945,5464,5520,4146,3715,11524,10438,1768,1500
3,SEVERE,3677357,0,earthquake,19191,21627,9355,10636,7376,7600,16090,20072,3253,3217
2,MODERATE,4509510,0,earthquake,11311,9459,4402,4579,4660,2585,7920,10096,1933,2146
4,CATASTROPHIC,3905081,1,cyclone,50747,55628,27446,18542,24778,31664,57582,69395,12196,16042
3,SEVERE,2054040,1,cyclone,11572,14950,7306,4945,4143,6180,11730,16735,2161,2422
2,MODERATE,956871,0,earthquake,1807,1789,1003,855,1094,478,1702,2110,550,628
0,NONE,3220740,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1134932,1,cyclone,3113,3387,1236,988,1277,850,3384,3555,617,598
0,NONE,3909475,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,3032746,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,3509573,1,cyclone,42957,55709,19546,21376,19750,24347,46817,44801,9669,11561
0,NONE,4673109,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2234487,0,earthquake,1070,1275,634,437,395,217,1170,1084,223,197
1,MINOR,4525991,0,earthquake,2569,2434,1329,906,907,440,1895,1775,486,444
1,MINOR,2237877,0,earthquake,783,1115,724,492,416,217,1049,1075,200,203
3,SEVERE,22053,0,earthquake,101,117,70,59,42,46,116,98,20,26
2,MODERATE,525002,1,cyclone,1375,1676,554,430,645,517,1225,1402,256,359
2,MODERATE,3344742,0,earthquake,5041,5415,3211,4053,3353,1477,7239,7801,1565,1748
0,NONE,41456,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,4423049,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1242185,0,earthquake,15901,13366,8470,8268,5725,5844,12285,12367,3203,4231
2,MODERATE,2643226,0,earthquake,6353,4658,2958,2926,2869,1492,5434,4978,1466,1471
2,MODERATE,366099,0,earthquake,657,729,329,364,379,194,764,710,191,185
2,MODERATE,1653279,0,earthquake,3026,3403,1748,1689,1566,918,3352,3370,813,766
1,MINOR,921883,1,cyclone,635,661,240,134,204,126,615,620,99,94
1,MINOR,955288,0,earthquake,524,623,308,180,181,84,529,485,78,81
2,MODERATE,2283323,0,earthquake,4700,4401,2230,2064,2476,942,5010,3925,1251,1101
2,MODERATE,2499289,0,earthquake,4462,4363,2297,2294,2642,1200,4849,4908,1317,1329
0,NONE,1268026,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2231028,0,earthquake,12221,10016,7219,7296,4171,4810,11001,10466,2187,2268
4,CATASTROPHIC,1556681,1,cyclone,18902,21278,10020,9412,8081,11790,20505,19121,4464,5747
4,CATASTROPHIC,2527435,1,cyclone,34008,33465,14968,14313,15890,15624,34183,38244,7305,9498
0,NONE,1572239,0,earthquake,0,0,0,0,0,0,0,0,0,0
0,NONE,720820,0,earthquake,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4541797,0,earthquake,26620,15872,14564,13408,8311,9811,26591,24469,4373,4113
2,MODERATE,3293598,1,cyclone,8231,8954,4223,2919,4406,2109,7957,9954,1481,2292
4,CATASTROPHIC,4759575,0,earthquake,51046,49468,35342,33983,20878,26329,43343,47119,15497,12277
1,MINOR,4969985,1,cyclone,3090,3525,1394,849,1140,726,3175,4945,446,568
2,MODERATE,2072567,0,earthquake,3881,4336,2413,1844,2171,1092,3788,4706,1006,996
2,MODERATE,2473855,0,earthquake,5632,5484,2628,2323,3149,1043,4066,5137,1192,930
2,MODERATE,947955,1,cyclone,2423,2734,903,747,1286,779,2413,2999,515,515
4,CATASTROPHIC,2834643,0,earthquake,27566,29647,20070,14918,12139,14716,29304,28151,9635,8937
4,CATASTROPHIC,1986517,1,cyclone,24359,31112,14481,10940,12733,14860,29833,27429,6155,5631
4,CATASTROPHIC,1053858,1,cyclone,13163,14978,7140,5249,5884,7108,13536,17048,3051,4480
3,SEVERE,1267653,0,earthquake,6461,5896,3775,3522,2357,2658,5766,5851,1093,1203
1,MINOR,115864,1,cyclone,69,82,33,22,27,17,82,94,11,13
4,CATASTROPHIC,303149,0,earthquake,3093,2918,2047,2021,1464,1439,2921,3121,934,790
4,CATASTROPHIC,3746711,0,earthquake,38067,34625,26210,22641,20950,17785,35771,30175,10670,13131
3,SEVERE,1601432,0,earthquake,8424,8010,5134,4936,3180,2778,7790,8506,1581,1745
4,CATASTROPHIC,2642873,0,earthquake,27442,24107,16059,18209,12521,13658,24530,24802,8763,8046
3,SEVERE,3070828,1,cyclone,19485,22302,10687,9025,7603,8273,21204,20180,2879,3496
2,MODERATE,1071985,1,cyclone,2968,2987,1185,837,1345,676,3412,3142,509,626
2,MODERATE,4697377,1,cyclone,13446,14000,5189,3709,4919,3893,14470,13860,2508,2585
4,CATASTROPHIC,4962627,1,cyclone,71659,78547,28564,29113,25884,43763,67354,68310,14528,17349
2,MODERATE,4653754,1,cyclone,13721,13357,4892,3927,5042,3445,9124,14487,1686,3029
3,SEVERE,3594763,0,earthquake,17031,18767,9431,10066,7734,5927,19597,14357,2972,3415
4,CATASTROPHIC,3596238,1,cyclone,48669,45669,28167,20545,22363,26077,39289,56812,10009,11014
1,MINOR,2803509,1,cyclone,1927,1791,852,394,678,415,1675,2137,284,375
3,SEVERE,307957,1,cyclone,1840,2221,865,861,728,986,2123,2574,312,320
4,CATASTROPHIC,4460509,1,cyclone,56952,54652,40944,27623,26956,37911,62074,59122,12544,17710
2,MODERATE,1948265,0,earthquake,4159,3794,1977,2110,2101,1017,3891,4125,777,1117
0,NONE,3987770,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4924733,0,earthquake,24367,27919,12424,12630,10466,11122,23934,23467,4087,4777
2,MODERATE,1146011,1,cyclone,2712,3592,1250,968,1484,795,2795,3696,529,787
3,SEVERE,936199,1,cyclone,7362,6090,2827,2483,2460,2716,5770,6857,1071,1092
1,MINOR,3066813,0,earthquake,1504,1590,877,508,694,282,1728,1640,315,305
3,SEVERE,4690542,1,cyclone,37762,39188,15712,11802,12130,15166,35533,33446,4335,5620
1,MINOR,3719424,0,earthquake,1756,1768,1410,763,780,317,1848,2033,465,346
3,SEVERE,4627701,1,cyclone,31271,33021,13279,11950,12384,11941,37780,40346,4358,5865
0,NONE,2682254,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4363670,0,earthquake,2071,1874,1265,963,851,464,2218,2195,505,394
3,SEVERE,2951996,1,cyclone,19850,20774,9484,7030,6946,9147,22443,19566,2680,3556
1,MINOR,3010264,1,cyclone,2354,1881,902,439,751,358,1753,2546,301,334
3,SEVERE,3486039,1,cyclone,21268,23064,10551,8248,6526,9490,20149,28491,3386,3347
4,CATASTROPHIC,28800,0,earthquake,227,227,211,210,134,162,282,271,96,95
1,MINOR,3108173,0,earthquake,1466,1536,989,632,628,326,1609,1609,313,330
4,CATASTROPHIC,2869812,0,earthquake,32643,29942,20752,18303,13146,15987,30335,31331,8779,8951
0,NONE,710431,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,50073,0,earthquake,113,93,50,42,54,28,104,89,29,30
4,CATASTROPHIC,709244,0,earthquake,6294,6607,4621,4945,3250,4050,7240,6102,2454,2117
0,NONE,4769401,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4576603,1,cyclone,11036,11514,4698,3388,5179,3175,11508,14740,1832,3101
0,NONE,1920802,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3465573,1,cyclone,9653,9495,3587,2218,3713,2909,9038,12340,1563,2610
2,MODERATE,4127983,1,cyclone,10245,13005,3895,3214,4590,2877,10859,12045,1632,2833
3,SEVERE,3749114,0,earthquake,18981,16991,10727,12472,7946,7839,19678,20737,4091,4007
4,CATASTROPHIC,3063970,1,cyclone,32196,36544,19603,18213,17407,25240,45809,44541,7832,12095
0,NONE,4721523,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,4983570,1,cyclone,28204,31336,16433,12679,13619,13929,33353,38971,5330,6654
3,SEVERE,2932866,0,earthquake,12491,13189,9005,9726,5335,6327,13400,13578,2619,3323
2,MODERATE,589421,1,cyclone,1408,1753,691,547,680,433,1343,1698,297,305
4,CATASTROPHIC,843542,1,cyclone,11828,10448,6211,4971,5576,5081,12202,13100,2339,2381
3,SEVERE,3738068,0,earthquake,17885,16339,11695,9792,7066,7430,16234,17243,3317,4149
3,SEVERE,1795416,0,earthquake,10018,8567,6387,4975,3230,3352,10319,7570,1959,2124
4,CATASTROPHIC,2788542,0,earthquake,27864,27466,18328,17489,12826,14701,27887,27204,7887,7906
0,NONE,2276459,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,586566,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,970638,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3765781,1,cyclone,11070,10312,4053,2171,4886,2682,12446,12597,1511,2098
1,MINOR,2839587,0,earthquake,1390,1336,922,639,537,251,1518,1214,246,253
4,CATASTROPHIC,3539036,0,earthquake,28528,31371,26364,21623,17093,21139,35216,36602,9612,12914
0,NONE,4925952,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,305607,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,4996163,1,cyclone,65883,67023,37043,27924,24293,33847,64987,75617,12881,15222
2,MODERATE,2165961,1,cyclone,4691,5794,2060,1580,2416,1626,5225,6543,1041,1321
0,NONE,2879088,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,4269619,0,earthquake,2171,2011,1392,781,876,415,2191,2122,392,473
4,CATASTROPHIC,3400898,1,cyclone,36702,46236,27446,18520,20602,29594,43580,52334,10819,10554
4,CATASTROPHIC,1491119,1,cyclone,17193,23314,8653,8732,8794,9791,19866,21972,4834,4494
2,MODERATE,888046,0,earthquake,1893,1733,992,852,907,509,1461,1781,442,409
4,CATASTROPHIC,4232657,1,cyclone,56571,58719,30414,22611,24537,29916,65574,72784,13403,17257
4,CATASTROPHIC,1046725,1,cyclone,11558,14269,7081,5197,5346,8237,14048,13867,2905,4205
2,MODERATE,3698609,1,cyclone,9084,11537,4196,3043,4639,2687,9000,11728,1767,2594
0,NONE,2912781,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,4918842,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,1760151,0,earthquake,3667,3870,1782,1845,1924,973,3456,3536,813,856
1,MINOR,4349154,1,cyclone,3045,2915,1140,692,1171,725,2705,2843,416,497
1,MINOR,3646916,0,earthquake,1686,2024,1109,761,603,276,1561,1735,385,279
3,SEVERE,4002539,1,cyclone,23095,26437,11725,10513,8805,11241,31429,30179,4116,5161
0,NONE,3149537,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,451251,0,earthquake,228,240,134,102,91,50,221,199,42,44
0,NONE,4720640,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,53886,1,cyclone,764,778,377,300,318,400,816,825,189,176
1,MINOR,4147674,0,earthquake,2118,2125,1336,785,834,445,2164,2397,378,423
0,NONE,4077503,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,2312327,1,cyclone,32002,34894,13479,14703,11825,16638,27392,32181,7690,8425
1,MINOR,4746825,1,cyclone,3457,3362,1532,799,1205,626,3444,3657,452,562
0,NONE,1608535,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,4447989,0,earthquake,0,0,0,0,0,0,0,0,0,0
2,MODERATE,2805966,0,earthquake,5117,5962,2788,2817,2677,1425,5532,5412,1329,1455
0,NONE,179718,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,2585140,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,3376379,0,earthquake,1832,1706,837,778,695,358,1847,1788,304,360
4,CATASTROPHIC,1443537,0,earthquake,16840,13890,11110,9765,6832,7160,17498,17341,4099,4870
0,NONE,1254931,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,2752967,1,cyclone,18321,21280,9437,5779,5913,7614,15205,20517,2918,3296
3,SEVERE,4027163,1,cyclone,26344,27521,11209,10605,10659,13373,27170,26480,3894,5318
1,MINOR,2840397,1,cyclone,2215,1794,896,425,758,405,1899,1991,310,318
4,CATASTROPHIC,403662,0,earthquake,4004,4213,2506,3079,2107,1903,3524,3935,1241,1229
3,SEVERE,4834015,1,cyclone,32530,32376,12150,9657,10305,14641,34906,38488,5401,6129
3,SEVERE,1611321,0,earthquake,7482,8061,5246,4722,3481,2898,7926,8000,1808,1644
2,MODERATE,456667,0,earthquake,925,929,484,419,533,228,814,911,221,291
2,MODERATE,351079,0,earthquake,558,668,344,316,327,158,591,690,187,166
1,MINOR,7645,0,earthquake,3,3,2,1,1,0,3,3,0,0
2,MODERATE,789700,1,cyclone,1926,2146,798,592,760,653,2145,2383,444,435
2,MODERATE,1458936,1,cyclone,3666,4201,1602,993,1721,1117,3443,4783,773,962
1,MINOR,2378435,1,cyclone,1639,1681,570,314,680,356,1692,1722,236,272
0,NONE,2708286,1,cyclone,0,0,0,0,0,0,0,0,0,0
0,NONE,628568,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,3791273,1,cyclone,2574,2818,1037,717,994,622,2760,2995,340,448
0,NONE,2570767,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,3206283,1,cyclone,2443,2256,746,604,822,418,1977,2213,313,441
1,MINOR,2156637,1,cyclone,1448,1525,538,370,458,309,1536,1784,205,248
0,NONE,2782947,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,2452538,0,earthquake,1289,1170,753,480,509,281,1130,1260,242,238
0,NONE,4045118,0,earthquake,0,0,0,0,0,0,0,0,0,0
1,MINOR,4411306,1,cyclone,3236,3262,1103,726,1141,642,2903,3105,380,447
0,NONE,1317488,1,cyclone,0,0,0,0,0,0,0,0,0,0
1,MINOR,2859204,0,earthquake,1284,1622,814,631,505,266,1355,1461,247,263
1,MINOR,733951,1,cyclone,432,472,227,128,225,120,421,508,90,86
0,NONE,1121315,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,907317,1,cyclone,10736,13503,6115,4653,5252,6969,11893,14184,2966,3692
3,SEVERE,126162,0,earthquake,541,666,308,339,273,291,459,562,149,127
0,NONE,348760,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,3349887,1,cyclone,23202,22548,10153,8933,7415,10321,23693,26297,3779,3971
1,MINOR,1601511,1,cyclone,1029,1134,486,224,381,246,1031,969,184,171
1,MINOR,4113460,1,cyclone,2552,2949,1138,799,961,672,2381,3307,381,424
1,MINOR,1920396,0,earthquake,978,1067,498,316,353,190,1028,916,200,222
0,NONE,3607359,1,cyclone,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1043575,1,cyclone,11850,15234,7462,5082,6316,7923,13803,16990,3620,3526
1,MINOR,2725729,1,cyclone,1777,2082,776,444,661,383,1784,2249,277,334
1,MINOR,2278209,1,cyclone,1690,1438,685,392,607,318,1337,1496,220,280
2,MODERATE,2950878,0,earthquake,5050,6072,3499,2811,3131,1828,4911,5300,1558,1795
2,MODERATE,757320,0,earthquake,1528,1738,630,717,726,396,1450,1775,371,344
1,MINOR,2144841,1,cyclone,1523,1439,545,349,481,284,1397,1587,209,264
4,CATASTROPHIC,890434,0,earthquake,9758,9041,5501,5870,3812,4356,9728,8901,2944,2761
3,SEVERE,964921,1,cyclone,6328,6541,3126,2352,1821,2793,5947,7343,968,932
1,MINOR,2012196,0,earthquake,878,1032,668,401,385,214,915,1048,197,202
2,MODERATE,4043893,0,earthquake,8596,8047,4397,3913,4158,1836,8928,8322,2422,2505
2,MODERATE,1028219,1,cyclone,2376,3070,987,839,1472,729,2593,3034,493,594
1,MINOR,2809112,0,earthquake,1645,1219,830,639,603,294,1612,1379,213,270
3,SEVERE,871815,1,cyclone,5196,5891,2335,2095,1723,2600,6035,6530,810,978
1,MINOR,2370522,0,earthquake,789,1108,610,493,460,237,938,1148,263,270
3,SEVERE,3830509,1,cyclone,24547,25488,13882,9034,9530,11292,20897,27845,4256,4224
0,NONE,833469,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,428753,1,cyclone,1222,1091,457,381,556,350,1097,1202,209,239
3,SEVERE,2113188,0,earthquake,10805,10430,7000,6717,4277,3991,8608,10827,2225,1780
2,MODERATE,2924704,0,earthquake,6193,5289,2792,3079,3124,1404,6022,6327,1307,1357
4,CATASTROPHIC,4039829,1,cyclone,42337,59930,23230,22106,26690,32561,49027,50971,12736,16495
3,SEVERE,3338696,0,earthquake,18596,18033,11136,10801,6834,5846,16115,15838,3042,3146
2,MODERATE,3738932,0,earthquake,8085,7902,3894,3463,3792,2015,7296,7324,1781,1816
1,MINOR,3214242,0,earthquake,1424,1186,1132,678,635,299,1144,1490,344,351
4,CATASTROPHIC,1650374,0,earthquake,15735,18479,10975,12364,9073,7278,15403,15336,5485,4369
3,SEVERE,3176236,1,cyclone,20995,25067,7694,8086,7484,8094,18413,27550,3377,4117
2,MODERATE,4232326,0,earthquake,8957,8952,3757,4063,4034,2313,9084,8949,1997,2405
2,MODERATE,26467,0,earthquake,62,56,26,25,21,11,57,42,14,14
1,MINOR,426228,0,earthquake,245,187,135,84,85,46,202,216,47,47
1,MINOR,4538441,0,earthquake,2150,2274,1238,861,871,413,2140,2399,528,463
3,SEVERE,1611345,1,cyclone,10064,11928,5309,3417,4268,5619,9418,13197,1874,2072
4,CATASTROPHIC,3627626,0,earthquake,35637,39101,23330,24599,16809,15694,36426,37379,11603,6008
3,SEVERE,3474462,1,cyclone,25386,19144,10892,7897,7715,11007,18676,21495,3694,4372
1,MINOR,2015346,0,earthquake,1082,1076,609,355,385,218,1141,974,196,198
3,SEVERE,720801,1,cyclone,4809,4596,2315,1543,1423,1728,4007,6031,706,862
3,SEVERE,3704344,0,earthquake,20113,17332,12423,12592,7780,7344,19557,15510,4107,3389
2,MODERATE,4174659,0,earthquake,8116,9449,4632,3497,3779,2220,6897,9534,2111,2382
0,NONE,4580061,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1906179,1,cyclone,13809,14894,5720,5615,5605,5903,13710,16167,1689,2352
1,MINOR,1485339,0,earthquake,724,815,403,264,299,117,841,644,175,136
2,MODERATE,4502371,0,earthquake,7965,7960,4515,3567,4302,1860,10237,8311,2623,2501
3,SEVERE,3259585,1,cyclone,20639,21659,9913,8321,8057,9722,23460,22505,2770,4037
0,NONE,2853428,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,1466539,0,earthquake,16902,16943,11174,9306,8361,7645,13455,15929,4302,3541
4,CATASTROPHIC,2245311,0,earthquake,20252,22306,15552,14043,12069,11810,19229,28365,5917,6427
3,SEVERE,3783110,1,cyclone,28166,26017,10303,9637,6446,11955,27762,21828,3630,3792
4,CATASTROPHIC,3570258,0,earthquake,36521,34922,17933,22227,17613,18017,36927,38444,9740,10753
4,CATASTROPHIC,3816941,1,cyclone,45294,56327,19867,17409,30155,26724,56908,56883,10807,14644
4,CATASTROPHIC,3888386,0,earthquake,39475,38787,26878,23985,17405,18692,39151,35448,11682,8994
2,MODERATE,2075770,1,cyclone,5840,6351,1591,1777,3057,1675,5255,5532,912,1079
1,MINOR,545406,0,earthquake,263,310,175,116,99,59,274,245,58,48
3,SEVERE,1506519,0,earthquake,7997,6069,4130,4028,2725,3138,8312,7792,1472,1411
3,SEVERE,3526219,0,earthquake,17869,19287,10941,11377,6231,6708,18328,19768,3237,2809
4,CATASTROPHIC,2326444,1,cyclone,29387,36171,17855,14468,13620,14980,35404,36725,7359,8941
0,NONE,2863474,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,3947426,0,earthquake,6914,8898,4452,3617,3556,1849,8315,8318,2646,1912
3,SEVERE,95847,0,earthquake,445,512,307,316,186,229,531,422,103,96
3,SEVERE,4438940,1,cyclone,34419,30905,11328,10890,9781,14720,28193,27390,4664,5437
1,MINOR,4734571,1,cyclone,2924,2901,1582,772,1193,712,3260,3680,448,608
4,CATASTROPHIC,4733803,0,earthquake,46518,43617,34667,34703,23577,20973,37763,46242,14537,15116
4,CATASTROPHIC,2335932,1,cyclone,29309,31028,15825,12624,14502,19837,31665,34993,7390,9065
1,MINOR,2357665,0,earthquake,1217,1240,647,470,439,271,975,1247,217,209
0,NONE,700566,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,4670532,1,cyclone,13927,11940,3888,3864,5165,3483,10841,14017,2448,2979
0,NONE,436610,1,cyclone,0,0,0,0,0,0,0,0,0,0
3,SEVERE,1674742,1,cyclone,12232,11278,4876,4076,3994,5409,10650,11228,1901,2394
1,MINOR,2784588,0,earthquake,1234,1271,852,437,581,296,1141,1255,280,274
3,SEVERE,3450493,0,earthquake,14133,19475,10578,11339,6587,6964,17804,19031,4069,3330
2,MODERATE,3869663,1,cyclone,10495,10684,4272,3347,4623,2483,8855,9550,1908,2168
1,MINOR,1995072,1,cyclone,1542,1477,602,269,480,325,1347,1339,191,241
1,MINOR,1523831,0,earthquake,692,665,489,281,286,173,801,807,131,163
2,MODERATE,2985885,1,cyclone,8080,8367,2548,2616,3958,2107,8236,9775,1213,1699
4,CATASTROPHIC,258775,1,cyclone,3559,3137,1861,1574,1612,1931,3838,3606,763,989
0,NONE,2431188,1,cyclone,0,0,0,0,0,0,0,0,0,0
2,MODERATE,76204,0,earthquake,150,161,70,67,76,42,162,120,40,32
2,MODERATE,1713662,1,cyclone,4550,5363,1669,1489,2284,1350,4335,5391,825,972
4,CATASTROPHIC,3262059,0,earthquake,35151,33118,23997,26027,16045,15652,34022,24208,10479,8942
2,MODERATE,1242430,0,earthquake,2611,2573,1179,1208,1186,603,2590,1995,616,642
0,NONE,3376342,0,earthquake,0,0,0,0,0,0,0,0,0,0
4,CATASTROPHIC,4198100,0,earthquake,47641,43556,29251,28575,21082,21548,37255,47053,12017,12336
2,MODERATE,1748629,0,earthquake,3174,3825,1482,1822,1736,982,3907,3696,900,918
1,MINOR,4734806,0,earthquake,2334,2091,1460,1017,879,495,2565,1909,481,491
2,MODERATE,4157312,0,earthquake,7362,7166,4150,3279,4573,2233,9661,7427,1877,2297
2,MODERATE,577543,0,earthquake,1285,1310,644,590,550,309,1104,1167,277,296
2,MODERATE,156760,0,earthquake,316,305,157,160,146,68,249,353,82,81
2,MODERATE,4000310,1,cyclone,13386,13197,4213,3475,5013,2802,11644,13628,1854,2392
2,MODERATE,4753092,0,earthquake,8963,7237,3970,4473,4607,2547,8084,9936,2524,2537
2,MODERATE,3214919,0,earthquake,7740,7244,2959,3260,3099,1933,7140,6308,1748,1409
1,MINOR,402507,0,earthquake,217,201,107,66,83,35,193,234,36,44
1,MINOR,3557668,0,earthquake,1905,1702,872,648,615,373,1799,1501,297,329
1,MINOR,1602443,0,earthquake,778,767,466,311,365,157,891,832,145,160
4,CATASTROPHIC,130942,0,earthquake,1466,1375,872,1066,691,715,1323,1174,408,459
1,MINOR,996698,0,earthquake,455,574,339,163,217,97,512,457,100,88
