wind_speed_kt,pressure_hpa,intensification_rate_kt_per_6h,severity_label
15.01,1010.43,-8.84,MINOR
20.55,992.98,-9.17,MINOR
24.6,965.51,-7.46,MINOR
35.15,974.62,-8.4,MINOR
17.46,1006.28,4.07,MINOR
16.39,977.77,-8.59,MINOR
18.78,975.34,0.66,MINOR
17.82,978.81,-13.59,MINOR
35.92,978.88,-11.2,MINOR
33.89,964.04,4.11,MINOR
20.68,990.6,2.19,MINOR
18.88,1014.67,3.7,MINOR
35.91,975.12,1.39,MINOR
35.43,964.98,-9.22,MINOR
23.67,972.96,-7.13,MINOR
27.52,989.8,-11.65,MINOR
22.14,974.84,-4.93,MINOR
33.32,988.54,-11.88,MINOR
27.58,1001.93,-13.25,MINOR
23.68,978.77,-9.52,MINOR
36.98,971.6,4.07,MINOR
23.1,995.26,-12.18,MINOR
32.56,975.43,-12.83,MINOR
37.57,992.15,-8.15,MINOR
29.44,972.08,-11.16,MINOR
18.36,995.83,1.17,MINOR
16.59,1006.34,-8.3,MINOR
22.22,966.76,-12.03,MINOR
28.72,1001.08,1.29,MINOR
23.79,982.04,-10.25,MINOR
21.9,983.04,-2.14,MINOR
28.82,966.4,1.48,MINOR
19.69,1011.38,-5.62,MINOR
33.42,971.66,-1.32,MINOR
15.58,1006.43,-1.2,MINOR
22.27,989.87,-10.18,MINOR
23.9,977.44,-13.39,MINOR
18.38,983.57,3.22,MINOR
15.14,990.9,-5.32,MINOR
17.83,999.26,-11.77,MINOR
37.21,969.58,-10.88,MINOR
32.06,992.99,-3.92,MINOR
27.29,984.53,-11.09,MINOR
18.82,987.48,-7.56,MINOR
32.48,986.46,-8.22,MINOR
36.9,982.37,2.62,MINOR
16.14,1015,-9.86,MINOR
25.7,995.46,3.38,MINOR
24.75,972.76,-8.16,MINOR
37.12,964.25,-7.97,MINOR
35.92,930.58,-3.62,MINOR
32.53,969.35,-6.33,MINOR
34.51,991.49,-7.73,MINOR
33.26,979.13,-0.17,MINOR
33.52,985.05,1.9,MINOR
24.09,984.05,-1.52,MINOR
25.36,976.11,-0.02,MINOR
23.21,969.76,-0.01,MINOR
27.55,989.77,-10.92,MINOR
21.71,986.54,-10.68,MINOR
37.25,997.72,-0.7,MINOR
37.01,959.72,2.96,MINOR
27.08,944.1,-0.85,MINOR
20.8,973.66,-10.88,MINOR
15.02,992.78,-14.21,MINOR
37.48,983.81,1.78,MINOR
27.67,964.52,-11.94,MINOR
31.75,1001.03,0.39,MINOR
37.43,982.44,-3.53,MINOR
22.86,978.57,2.95,MINOR
17.75,995.2,-8.44,MINOR
33.76,951.55,-5.53,MINOR
34.65,997.93,-8.2,MINOR
35.0,976.45,1.95,MINOR
19.18,988.65,-6.39,MINOR
18.81,995.91,-2.29,MINOR
19.52,1015,-10.77,MINOR
15.95,1003.5,2.16,MINOR
30.34,951.51,-6.29,MINOR
36.92,978.08,-4.45,MINOR
20.95,991.59,-13.94,MINOR
31.7,972.79,-4.35,MINOR
27.98,971.45,-2.99,MINOR
18.82,1013.05,4.4,MINOR
31.74,955.82,3.45,MINOR
32.53,958.35,-1.67,MINOR
29.34,986.36,-2.95,MINOR
26.27,952.87,-4.61,MINOR
19.54,995.8,1.1,MINOR
19.27,988.82,-1.83,MINOR
25.07,972.54,-9.46,MINOR
27.84,990.42,3.45,MINOR
26.55,980.53,-8.44,MINOR
31.95,977.6,-8.27,MINOR
36.17,965.64,-14.76,MINOR
27.71,980.69,-13.29,MINOR
37.37,998.2,-4.64,MINOR
29.13,979.37,-6.42,MINOR
16.72,969.34,-12.88,MINOR
34.26,965.01,-4.9,MINOR
32.68,968.17,-13.76,MINOR
28.27,999.4,-9.75,MINOR
24.7,982.11,-14.2,MINOR
25.33,1009.94,-8.35,MINOR
22.26,1015,-12.87,MINOR
23.44,989.82,4.33,MINOR
37.31,967.79,2.3,MINOR
28.82,965.22,-2.38,MINOR
25.48,999.45,-5.36,MINOR
32.43,963.12,3.49,MINOR
16.29,976.38,-5.29,MINOR
35.99,987.91,-10.01,MINOR
22.9,1015,2.04,MINOR
27.86,968.03,-14.68,MINOR
37.16,973.35,-7.46,MINOR
28.87,984.66,3.65,MINOR
28.24,973.66,-12.48,MINOR
28.38,974.1,2.6,MINOR
29.92,1001.48,2.98,MINOR
29.34,974.72,-10.96,MINOR
35.9,962.58,0.21,MINOR
30.56,965.73,0.13,MINOR
25.91,975.46,-10.48,MINOR
29.18,979.42,-5.63,MINOR
18.4,987.91,4.69,MINOR
19.81,985.84,0.38,MINOR
24.79,979.79,-3.69,MINOR
15.48,993.64,1.33,MINOR
35.36,967.06,-13.27,MINOR
27.38,979.53,1.59,MINOR
18.08,1003.33,3.71,MINOR
32.28,980.22,-7.73,MINOR
36.58,979.68,-9.49,MINOR
22.64,1002.63,3.59,MINOR
19.71,1001.84,0.96,MINOR
31.99,975.59,-9.34,MINOR
22.0,978.62,4.66,MINOR
29.78,998.4,-6.31,MINOR
35.0,967.6,-11.39,MINOR
36.8,963.06,0.12,MINOR
24.06,969.53,-2.84,MINOR
25.23,972.17,-13.83,MINOR
21.9,999.35,-5.51,MINOR
18.86,973.76,-13.85,MINOR
28.42,956.36,2.69,MINOR
18.49,1015,-6.61,MINOR
31.13,993.88,-6.79,MINOR
26.61,979.17,-7.63,MINOR
37.52,973.96,-6.59,MINOR
26.54,987.3,-3.36,MINOR
33.35,983.9,2.29,MINOR
25.51,949.13,4.33,MINOR
31.03,971.24,-13.34,MINOR
34.85,963.66,-4.01,MINOR
24.59,984.89,2.55,MINOR
19.69,993.65,-13.91,MINOR
37.35,991.58,-4.75,MINOR
21.69,1005.5,-8.9,MINOR
19.43,989.1,-12.42,MINOR
21.85,985.86,-10.45,MINOR
18.82,1013.8,-8.35,MINOR
36.62,953.44,2.82,MINOR
25.59,983.49,-0.81,MINOR
37.63,957.79,-11.31,MINOR
15.91,1008.83,-14.56,MINOR
32.81,975.72,-2.88,MINOR
24.85,968.53,-14.46,MINOR
15.67,990.32,-4.76,NONE
17.87,1002.99,-9.29,NONE
9.54,1001.68,-2.25,NONE
17.88,1000.07,-7.7,NONE
18.54,1018.86,-9.82,NONE
9.06,998.36,-0.82,NONE
2.86,1007.39,-14.35,NONE
5.58,1002.15,-0.02,NONE
1.1,1007.36,-18.35,NONE
3.09,1003.19,-9.79,NONE
5.18,999.49,-18.26,NONE
6.06,1019.0,-1.11,NONE
6.7,1007.13,-1.81,NONE
0.12,1014.32,-1.03,NONE
1.83,994.84,-0.79,NONE
10.75,990.43,-14.85,NONE
9.0,1010.79,-5.34,NONE
19.91,998.63,-9.24,NONE
10.67,1002.17,-16.62,NONE
19.55,1015.6,-10.03,NONE
12.06,996.82,-9.12,NONE
13.9,1005.46,-0.19,NONE
12.23,1001.13,-4.56,NONE
3.41,1001.54,-13.06,NONE
8.64,1013.45,-10.32,NONE
15.88,1007.29,-13.16,NONE
16.2,997.15,-15.51,NONE
10.09,997.83,-19.82,NONE
12.97,1005.33,-11.09,NONE
19.34,1007.14,-2.73,NONE
2.79,1007.08,-2.64,NONE
11.66,1011.54,-12.56,NONE
1.85,1003.74,-12.11,NONE
17.34,997.32,-0.67,NONE
19.16,997.43,-13.04,NONE
17.91,1019.0,-11.13,NONE
6.42,1005.78,-6.24,NONE
5.47,1012.09,-18.97,NONE
0.99,1001.59,-12.93,NONE
6.31,1004.73,-13.59,NONE
3.85,999.28,-0.5,NONE
8.22,1003.34,-8.47,NONE
19.67,997.25,-6.37,NONE
14.32,1008.22,-18.23,NONE
13.54,991.92,-8.08,NONE
14.79,996.33,-3.17,NONE
0.61,1015.31,-10.79,NONE
4.35,994.01,-0.93,NONE
1.45,995.97,-13.04,NONE
12.4,1006.34,-17.49,NONE
5.79,997.16,-15.73,NONE
8.22,1011.12,-15.65,NONE
7.33,1001.73,-0.47,NONE
19.09,1014.0,-15.17,NONE
1.36,999.51,-14.66,NONE
10.12,1013.33,-2.83,NONE
16.9,1000.79,-6.26,NONE
6.26,991.83,-5.97,NONE
0.2,1002.28,-13.41,NONE
13.87,1012.99,-13.92,NONE
16.23,998.82,-11.07,NONE
14.54,1010.79,-0.25,NONE
4.5,1009.87,-7.81,NONE
18.3,994.69,-4.96,NONE
11.37,998.24,-10.51,NONE
6.68,1007.38,-2.22,NONE
11.39,1008.95,-9.63,NONE
1.02,996.99,-10.16,NONE
6.2,995.45,-9.92,NONE
6.46,997.74,-10.72,NONE
2.67,1017.83,-2.65,NONE
14.15,993.19,-4.48,NONE
16.16,1013.03,-17.72,NONE
12.88,1015.03,-8.45,NONE
12.93,1003.75,-9.43,NONE
0.69,1009.17,-18.37,NONE
8.7,998.78,-9.09,NONE
2.67,1010.75,-4.1,NONE
3.27,993.13,-17.09,NONE
17.54,1005.85,-10.65,NONE
2.13,1009.49,-2.64,NONE
16.56,1008.78,-18.49,NONE
2.25,991.48,-14.85,NONE
2.71,997.8,-12.3,NONE
18.86,1008.31,-3.3,NONE
14.21,993.38,-5.28,NONE
5.5,1009.17,-13.18,NONE
19.95,997.91,-14.42,NONE
18.61,990.74,-6.07,NONE
14.51,1015.09,-0.51,NONE
19.51,991.96,-3.56,NONE
12.93,1009.42,-17.43,NONE
13.0,1019.47,-1.76,NONE
8.78,991.2,-12.75,NONE
16.53,1011.04,-10.81,NONE
1.1,1002.81,-10.62,NONE
18.57,1009.23,-13.77,NONE
10.51,991.98,-0.55,NONE
7.2,1004.34,-12.89,NONE
13.65,1009.87,-5.69,NONE
5.36,999.47,-17.49,NONE
13.11,991.19,-8.05,NONE
17.39,1016.72,-11.02,NONE
9.19,992.31,-6.58,NONE
16.43,997.34,-11.57,NONE
16.78,1016.31,-15.14,NONE
11.01,995.77,-17.96,NONE
18.22,1014.62,-4.8,NONE
0.98,1015.31,-11.24,NONE
6.85,1006.39,-18.17,NONE
15.13,1007.47,-16.27,NONE
3.76,995.53,-18.86,NONE
11.76,1015.21,-19.65,NONE
0.98,1007.18,-3.61,NONE
6.53,1000.49,-8.07,NONE
5.48,990.8,-5.3,NONE
12.51,1007.42,-5.17,NONE
13.5,996.18,-12.95,NONE
2.52,993.9,-6.48,NONE
17.17,1018.88,-7.43,NONE
3.68,993.17,-3.74,NONE
11.58,1008.55,-4.37,NONE
14.07,1015.03,-18.88,NONE
14.95,1015.53,-14.28,NONE
12.81,999.42,-0.84,NONE
0.67,1007.39,-16.67,NONE
14.24,995.28,-15.29,NONE
9.89,1017.45,-15.77,NONE
2.88,1012.77,-9.99,NONE
18.24,994.4,-7.08,NONE
4.66,994.7,-6.33,NONE
11.87,1012.64,-13.81,NONE
8.96,1002.16,-0.32,NONE
5.84,998.84,-12.91,NONE
11.29,997.57,-1.69,NONE
5.31,1016.87,-17.93,NONE
13.13,1017.21,-16.63,NONE
19.37,1003.59,-1.09,NONE
13.54,999.05,-16.23,NONE
6.07,992.79,-17.12,NONE
2.09,1002.69,-4.09,NONE
2.83,993.91,-7.13,NONE
3.94,992.93,-16.66,NONE
18.47,1014.64,-12.92,NONE
13.12,1006.12,-6.46,NONE
13.65,1008.86,-14.68,NONE
0.78,1003.67,-2.18,NONE
11.39,1014.97,-0.17,NONE
3.27,1010.75,-6.51,NONE
19.6,1019.57,-6.27,NONE
4.87,1013.96,-17.86,NONE
15.61,1017.31,-12.34,NONE
12.61,1002.9,-11.24,NONE
6.21,1012.86,-1.28,NONE
18.82,995.24,-2.51,NONE
14.75,997.59,-18.65,NONE
5.36,1017.37,-7.34,NONE
14.42,997.71,-5.61,NONE
0.56,1001.26,-7.46,NONE
2.92,1014.69,-15.3,NONE
13.05,1002.16,-8.08,NONE
2.15,990.51,-1.81,NONE
5.39,1014.59,-0.01,NONE
4.23,997.96,-6.74,NONE
19.31,1017.47,-9.94,NONE
15.9,994.07,-0.45,NONE
19.29,994.91,-14.01,NONE
2.0,998.15,-3.68,NONE
7.57,992.65,-13.16,NONE
19.63,1008.89,-11.68,NONE
3.33,1019.59,-3.58,NONE
5.63,992.1,-18.87,NONE
2.41,1007.42,-1.42,NONE
9.93,1015.29,-11.08,NONE
14.17,1011.96,-16.52,NONE
7.22,1009.12,-18.59,NONE
7.23,1006.04,-0.08,NONE
9.49,1014.48,-11.36,NONE
15.93,1007.86,-2.27,NONE
8.22,1008.13,-7.4,NONE
8.35,994.33,-18.13,NONE
0.33,1016.21,-15.27,NONE
4.23,1012.08,-13.6,NONE
10.12,994.88,-0.81,NONE
17.03,1015.91,-11.86,NONE
15.25,994.32,-19.83,NONE
0.4,1007.6,-10.89,NONE
10.36,990.22,-11.55,NONE
14.36,1003.28,-5.36,NONE
4.66,1014.39,-8.23,NONE
4.22,997.1,-7.44,NONE
16.6,1002.47,-14.83,NONE
17.34,1010.08,-11.04,NONE
9.76,996.13,-7.46,NONE
7.17,1019.87,-10.4,NONE
9.72,1006.98,-1.66,NONE
16.02,1003.53,-5.63,NONE
11.72,1004.77,-16.15,NONE
9.28,997.37,-1.7,NONE
6.71,1018.57,-9.34,NONE
12.63,1006.29,-17.41,NONE
7.52,992.97,-7.54,NONE
8.94,1013.34,-15.59,NONE
3.29,1002.19,-1.47,NONE
14.21,1002.57,-9.65,NONE
1.68,1019.54,-6.67,NONE
5.71,1007.57,-17.81,NONE
19.32,995.24,-7.04,NONE
4.91,1011.53,-4.46,NONE
13.47,1008.43,-2.15,NONE
1.57,999.93,-15.03,NONE
19.76,1001.68,-5.35,NONE
13.69,996.36,-15.22,NONE
5.63,1002.33,-15.31,NONE
0.39,1016.38,-0.69,NONE
6.83,1000.16,-19.86,NONE
13.61,1014.76,-17.07,NONE
3.19,1013.7,-7.67,NONE
0.9,1008.68,-13.82,NONE
7.37,1013.09,-3.78,NONE
8.01,1018.41,-11.87,NONE
15.44,1004.52,-2.05,NONE
18.16,992.62,-1.27,NONE
16.51,1013.74,-15.98,NONE
16.1,1015.5,-14.22,NONE
19.05,991.5,-17.0,NONE
10.75,1007.27,-7.1,NONE
0.34,1018.81,-19.11,NONE
2.86,990.42,-8.66,NONE
18.65,1009.98,-3.55,NONE
0.27,1006.26,-10.81,NONE
9.98,992.17,-6.31,NONE
10.06,1012.95,-10.29,NONE
2.99,1009.45,-16.55,NONE
17.45,1008.39,-16.86,NONE
19.25,1005.55,-18.54,NONE
12.54,997.6,-3.93,NONE
16.36,1019.37,-9.96,NONE
9.1,1012.6,-17.35,NONE
10.94,1006.39,-18.21,NONE
8.36,1015.6,-2.88,NONE
1.98,992.72,-14.75,NONE
17.5,993.87,-5.6,NONE
2.02,1008.69,-12.88,NONE
15.78,997.01,-7.22,NONE
4.71,1011.41,-2.53,NONE
2.54,1016.0,-8.13,NONE
2.54,1002.83,-16.78,NONE
14.01,1012.77,-17.88,NONE
10.12,1014.44,-1.28,NONE
10.27,1018.51,-9.29,NONE
7.88,1015.45,-10.14,NONE
9.44,1004.71,-3.06,NONE
16.64,1002.11,-13.33,NONE
9.84,1007.18,-15.23,NONE
15.88,1004.59,-13.32,NONE
2.14,997.17,-1.01,NONE
6.1,995.07,-10.79,NONE
6.14,991.05,-13.54,NONE
10.88,1006.55,-12.87,NONE
8.95,1018.97,-12.45,NONE
5.16,997.3,-10.84,NONE
15.19,996.18,-5.81,NONE
0.42,1002.57,-4.48,NONE
6.77,1006.91,-15.9,NONE
14.84,991.57,-2.95,NONE
3.96,1016.23,-12.95,NONE
14.45,999.58,-1.88,NONE
2.53,995.36,-10.14,NONE
1.64,995.88,-1.12,NONE
19.53,1001.29,-1.53,NONE
10.9,998.09,-5.95,NONE
13.18,1019.67,-14.7,NONE
13.44,991.56,-17.73,NONE
0.08,1019.98,-3.95,NONE
15.73,1005.29,-14.0,NONE
3.03,998.54,-12.48,NONE
15.13,1006.19,-18.45,NONE
0.36,993.07,-11.79,NONE
18.66,1009.12,-3.96,NONE
9.33,1000.85,-17.83,NONE
17.52,1013.49,-16.64,NONE
10.25,1004.62,-7.5,NONE
18.92,1007.39,-9.2,NONE
1.01,991.89,-16.25,NONE
0.65,1012.3,-5.53,NONE
2.72,1015.08,-16.9,NONE
6.02,997.47,-12.55,NONE
5.09,1004.67,-11.85,NONE
19.73,991.68,-17.16,NONE
1.06,1008.78,-18.91,NONE
16.73,1005.36,-9.46,NONE
11.23,995.12,-16.05,NONE
6.38,1007.8,-15.8,NONE
2.33,1019.1,-19.56,NONE
16.05,1013.64,-14.06,NONE
2.71,994.37,-6.05,NONE
12.86,1013.48,-1.25,NONE
13.84,994.68,-15.13,NONE
16.84,996.28,-18.55,NONE
